SaleID,ProductID,ProductName,Category,QuantitySold,PricePerUnit,TotalAmount,SaleDate
375,14,Printer All-in-One,Office Supplies,7,208.33,1458.31,2024-12-12
376,6,Office Chair Ergonomic,Furniture,4,200.62,802.48,2024-08-28
377,5,USB-C Hub,Accessories,6,46.42,278.52,2024-09-20
378,9,Cloud Computing Textbook,Books,6,43.08,258.48,2024-08-17
379,11,Webcam HD 1080p,Electronics,2,74.45,148.9,2024-07-30
380,13,Tablet S,Electronics,7,333.93,2337.51,2024-07-25
381,9,Cloud Computing Textbook,Books,7,60.6,424.2,2024-11-13
382,13,Tablet S,Electronics,10,752.35,7523.5,2024-05-27
383,10,Noise Cancelling Headphones,Electronics,3,137.76,413.28,2024-08-05
384,13,Tablet S,Electronics,4,619.69,2478.76,2024-11-04
385,6,Office Chair Ergonomic,Furniture,3,172.49,517.47,2024-04-10
386,10,Noise Cancelling Headphones,Electronics,1,296.05,296.05,2024-04-07
387,8,Python Programming Book,Books,8,49.58,396.64,2024-09-11
388,2,Wireless Mouse,Electronics,8,26.79,214.32,2024-10-31
389,4,"4K UHD Monitor 27""",Electronics,10,404.58,4045.8,2024-11-28
390,2,Wireless Mouse,Electronics,1,46.29,46.29,2024-11-22
391,8,Python Programming Book,Books,5,50.7,253.5,2024-08-14
392,15,A4 Printing Paper (Ream),Office Supplies,9,14.13,127.17,2024-02-22
393,15,A4 Printing Paper (Ream),Office Supplies,4,6.13,24.52,2024-09-28
394,12,Smartphone X,Electronics,8,1128.48,9027.84,2024-10-19
395,4,"4K UHD Monitor 27""",Electronics,2,418.89,837.78,2024-12-04
396,13,Tablet S,Electronics,9,462.77,4164.93,2024-06-30
397,12,Smartphone X,Electronics,6,944.02,5664.12,2024-03-07
398,14,Printer All-in-One,Office Supplies,2,175.16,350.32,2024-03-28
399,2,Wireless Mouse,Electronics,4,35.28,141.12,2024-12-14
400,9,Cloud Computing Textbook,Books,8,55.62,444.96,2024-09-10
401,4,"4K UHD Monitor 27""",Electronics,1,418.23,418.23,2024-01-02
402,11,Webcam HD 1080p,Electronics,1,89.97,89.97,2024-07-20
403,1,"Laptop Pro 13""",Electronics,9,1448.51,13036.59,2024-08-12
404,3,Mechanical Keyboard,Electronics,8,89.92,719.36,2024-11-23
405,6,Office Chair Ergonomic,Furniture,9,201.52,1813.68,2024-12-14
406,15,A4 Printing Paper (Ream),Office Supplies,1,7.97,7.97,2024-02-25
407,9,Cloud Computing Textbook,Books,8,62.96,503.68,2024-12-01
408,14,Printer All-in-One,Office Supplies,10,217.7,2177.0,2024-04-20
409,13,Tablet S,Electronics,10,761.92,7619.2,2024-07-05
410,12,Smartphone X,Electronics,1,806.82,806.82,2024-11-01
411,6,Office Chair Ergonomic,Furniture,5,304.65,1523.25,2024-03-04
412,10,Noise Cancelling Headphones,Electronics,8,234.55,1876.4,2024-09-15
413,7,Standing Desk (Electric),Furniture,6,436.45,2618.7,2024-08-09
414,7,Standing Desk (Electric),Furniture,8,681.03,5448.24,2024-04-29
415,11,Webcam HD 1080p,Electronics,8,84.97,679.76,2024-02-27
416,3,Mechanical Keyboard,Electronics,7,100.66,704.62,2024-09-26
417,12,Smartphone X,Electronics,3,904.93,2714.79,2024-10-04
418,10,Noise Cancelling Headphones,Electronics,3,147.64,442.92,2024-02-22
419,2,Wireless Mouse,Electronics,8,23.77,190.16,2024-09-15
420,5,USB-C Hub,Accessories,5,34.18,170.9,2024-01-06
421,14,Printer All-in-One,Office Supplies,1,143.76,143.76,2024-09-06
422,15,A4 Printing Paper (Ream),Office Supplies,1,13.17,13.17,2024-08-13
423,3,Mechanical Keyboard,Electronics,9,176.42,1587.78,2024-04-30
424,13,Tablet S,Electronics,2,587.59,1175.18,2024-04-04
425,10,Noise Cancelling Headphones,Electronics,2,346.86,693.72,2024-12-28
426,3,Mechanical Keyboard,Electronics,2,124.04,248.08,2024-09-26
427,3,Mechanical Keyboard,Electronics,2,81.63,163.26,2024-07-25
428,13,Tablet S,Electronics,2,794.04,1588.08,2024-03-09
429,7,Standing Desk (Electric),Furniture,7,613.31,4293.17,2024-08-27
430,8,Python Programming Book,Books,8,56.27,450.16,2024-06-29
431,7,Standing Desk (Electric),Furniture,4,331.62,1326.48,2024-06-04
432,2,Wireless Mouse,Electronics,4,29.41,117.64,2024-03-08
433,8,Python Programming Book,Books,7,49.4,345.8,2024-07-30
434,10,Noise Cancelling Headphones,Electronics,9,192.9,1736.1,2024-12-17
435,9,Cloud Computing Textbook,Books,4,72.05,288.2,2024-03-18
436,6,Office Chair Ergonomic,Furniture,9,213.18,1918.62,2024-04-19
437,1,"Laptop Pro 13""",Electronics,10,1357.56,13575.6,2024-11-18
438,2,Wireless Mouse,Electronics,1,35.49,35.49,2024-02-21
439,4,"4K UHD Monitor 27""",Electronics,7,335.58,2349.06,2024-07-01
440,13,Tablet S,Electronics,10,576.36,5763.6,2024-05-09
441,10,Noise Cancelling Headphones,Electronics,9,335.17,3016.53,2024-08-05
442,9,Cloud Computing Textbook,Books,8,67.52,540.16,2024-09-15
443,10,Noise Cancelling Headphones,Electronics,8,139.42,1115.36,2024-10-24
444,4,"4K UHD Monitor 27""",Electronics,1,429.86,429.86,2024-11-10
445,10,Noise Cancelling Headphones,Electronics,4,282.31,1129.24,2024-04-09
446,10,Noise Cancelling Headphones,Electronics,1,279.89,279.89,2024-04-01
447,12,Smartphone X,Electronics,5,817.76,4088.8,2024-04-01
448,6,Office Chair Ergonomic,Furniture,8,376.32,3010.56,2024-06-26
449,13,Tablet S,Electronics,4,463.43,1853.72,2024-06-04
450,11,Webcam HD 1080p,Electronics,4,69.19,276.76,2024-11-06
451,4,"4K UHD Monitor 27""",Electronics,4,466.31,1865.24,2024-04-22
452,7,Standing Desk (Electric),Furniture,6,656.32,3937.92,2024-10-20
453,1,"Laptop Pro 13""",Electronics,8,944.75,7558.0,2024-12-11
454,1,"Laptop Pro 13""",Electronics,8,1487.09,11896.72,2024-12-06
455,7,Standing Desk (Electric),Furniture,4,490.65,1962.6,2024-07-05
456,4,"4K UHD Monitor 27""",Electronics,1,293.53,293.53,2024-02-09
457,10,Noise Cancelling Headphones,Electronics,9,159.23,1433.07,2024-11-07
458,3,Mechanical Keyboard,Electronics,7,101.41,709.87,2024-01-03
459,11,Webcam HD 1080p,Electronics,1,100.5,100.5,2024-12-07
460,2,Wireless Mouse,Electronics,6,21.97,131.82,2024-06-05
461,6,Office Chair Ergonomic,Furniture,10,187.99,1879.9,2024-03-19
462,6,Office Chair Ergonomic,Furniture,6,200.23,1201.38,2024-02-28
463,14,Printer All-in-One,Office Supplies,4,109.33,437.32,2024-03-29
464,15,A4 Printing Paper (Ream),Office Supplies,8,13.98,111.84,2024-04-12
465,7,Standing Desk (Electric),Furniture,9,485.84,4372.56,2024-07-14
466,9,Cloud Computing Textbook,Books,3,72.54,217.62,2024-09-13
467,13,Tablet S,Electronics,9,398.99,3590.91,2024-12-10
468,4,"4K UHD Monitor 27""",Electronics,6,373.08,2238.48,2024-12-19
469,14,Printer All-in-One,Office Supplies,8,198.19,1585.52,2024-09-03
470,3,Mechanical Keyboard,Electronics,10,172.42,1724.2,2024-07-28
471,2,Wireless Mouse,Electronics,8,42.82,342.56,2024-01-12
472,15,A4 Printing Paper (Ream),Office Supplies,7,11.56,80.92,2024-05-08
473,7,Standing Desk (Electric),Furniture,6,457.01,2742.06,2024-04-16
474,13,Tablet S,Electronics,3,477.95,1433.85,2024-03-20
475,11,Webcam HD 1080p,Electronics,10,76.06,760.6,2024-11-20
476,7,Standing Desk (Electric),Furniture,9,606.72,5460.48,2024-05-16
477,2,Wireless Mouse,Electronics,9,49.31,443.79,2024-05-20
478,13,Tablet S,Electronics,5,681.53,3407.65,2024-09-15
479,2,Wireless Mouse,Electronics,8,20.61,164.88,2024-01-03
480,9,Cloud Computing Textbook,Books,7,61.44,430.08,2024-08-28
481,13,Tablet S,Electronics,3,649.95,1949.85,2024-01-09
482,3,Mechanical Keyboard,Electronics,2,154.05,308.1,2024-04-27
483,7,Standing Desk (Electric),Furniture,8,409.56,3276.48,2024-01-19
484,12,Smartphone X,Electronics,8,864.03,6912.24,2024-11-11
485,10,Noise Cancelling Headphones,Electronics,3,265.36,796.08,2024-01-29
486,10,Noise Cancelling Headphones,Electronics,5,249.56,1247.8,2024-01-31
487,3,Mechanical Keyboard,Electronics,9,74.3,668.7,2024-02-07
488,8,Python Programming Book,Books,6,59.08,354.48,2024-10-27
489,2,Wireless Mouse,Electronics,2,30.72,61.44,2024-12-23
490,10,Noise Cancelling Headphones,Electronics,9,199.38,1794.42,2024-10-28
491,11,Webcam HD 1080p,Electronics,7,119.04,833.28,2024-08-22
492,11,Webcam HD 1080p,Electronics,5,70.85,354.25,2024-04-02
493,9,Cloud Computing Textbook,Books,7,60.12,420.84,2024-05-15
494,7,Standing Desk (Electric),Furniture,1,659.72,659.72,2024-12-27
495,15,A4 Printing Paper (Ream),Office Supplies,9,5.55,49.95,2024-12-26
496,4,"4K UHD Monitor 27""",Electronics,5,494.41,2472.05,2024-07-11
497,11,Webcam HD 1080p,Electronics,9,93.73,843.57,2024-07-22
498,3,Mechanical Keyboard,Electronics,10,178.05,1780.5,2024-01-11
499,1,"Laptop Pro 13""",Electronics,3,1450.58,4351.74,2024-08-29
500,13,Tablet S,Electronics,8,601.2,4809.6,2024-03-28
